title,price,description,in_stock,image_link
Смартфон Tecno POP 2F 1/16GB Champagne Gold (B1F/B1G),5 490 сом,"Операционная система: Android 8.0 Oreo Go Edition  / Количество SIM-карт: 2  / Диагональ дисплея: 5,45″ - 13,84 см  / Объем встроенной памяти: 16 GB  / Основная камера: 5 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_2899_0_1.jpg
Смартфон HUAWEI Nova 9 SE 8/128GB Crystal Blue,25 490 сом,"Операционная система: EMUI 12.0  / Количество SIM-карт: 2  / Диагональ дисплея: 6,78″ - 17,22 см  / Объем встроенной памяти: 128 GB  / Основная камера: 108 Mpx + 8 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3508_11_1.jpg
Смартфон Vivo Y15s 3/32GB Wave green,12 790 сом,"Операционная система: Funtouch OS 11.1  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3360_0_1.jpg
Смартфон Xiaomi 11T 8/256GB Moonlight White,45 490 сом,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,67″ - 16,94 см  / Объем встроенной памяти: 256 GB  / Основная камера: 108 Mpx + 8 Mpx + 5 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Да ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3353_0_1.jpg
Смартфон Vivo Y31 4/64GB Ocean Blue,14 590 сом,"Операционная система: Funtouch OS 11.1  / Количество SIM-карт: 2  / Диагональ дисплея: 6,59″ - 16,74 см  / Объем встроенной памяти: 64 GB  / Основная камера: 48 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3052_8_1.jpg
Смартфон Tecno Spark 6 Go KE5j 3/64GB Aqua Blue,10 390 сом,"Операционная система: Android 10  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 64 GB  / Основная камера: 13 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_2911_5_1.jpg
Смартфон Vivo Y15s 3/32GB Mystic Blue,12 790 сом,"Операционная система: Funtouch OS 11.1  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3359_0_1.jpg
Смартфон Samsung Galaxy A33 5G 6/128GB Black,29 090 сом,"Операционная система: Android  / Количество SIM-карт: 2  / Диагональ дисплея: 6,4″ - 16,25 см  / Объем встроенной памяти: 128 GB  / Основная камера: 48 Mpx + 8 Mpx + 5 Mpx + 2 Mpx  / Фронтальная камера: 13 Mpx  / NFC: Да ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3574_0_1.jpg
Смартфон Samsung Galaxy A03 3/32GB Black,12 790 сом,"Операционная система: Android  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 32 GB  / Основная камера: 48 Mpx + 2 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3424_0_1.jpg
Смартфон Vivo Y33s 4/128Gb Mirror Black,19 990 сом,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,58″ - 16,71 см  / Объем встроенной памяти: 128 GB  / Основная камера: 50 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3355_0_6.png
Смартфон HUAWEI Nova Y70 4/128GB Crystal Blue,19 990 сом,"Операционная система: EMUI 12 (на базе Android)  / Количество SIM-карт: 2  / Диагональ дисплея: 6,75″ - 17,14 см  / Объем встроенной памяти: 128 GB  / Основная камера: 48 Mpx + 5 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Да ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3567_0_1.jpg
Смартфон Xiaomi Redmi Note 11S 6/64GB Graphite Gray,19 990 сом,"Операционная система: MIUI 13  / Количество SIM-карт: 2  / Диагональ дисплея: 6,4″ - 16,25 см  / Объем встроенной памяти: 64 GB  / Основная камера: 108 Mpx + 8 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3471_0_1.jpg
Смартфон Xiaomi Redmi Note 11S 6/128GB Twilight Blue,21 890 сом,"Операционная система: MIUI 13  / Количество SIM-карт: 2  / Диагональ дисплея: 6,4″ - 16,25 см  / Объем встроенной памяти: 128 GB  / Основная камера: 108 Mpx + 8 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3468_0_1.jpg
Смартфон Samsung Galaxy A13 128GB White,19 990 сом,"Операционная система: Android 12  / Количество SIM-карт: 2  / Диагональ дисплея: 6,6″ - 16,76 см  / Объем встроенной памяти: 128 GB  / Основная камера: 50 Mpx + 5 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Да ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3514_8_6.png
Смартфон Apple iPhone SE 4/64GB 2022 Midnight,56 390 сом,"Операционная система: iOS  / Количество SIM-карт: 1  / Диагональ дисплея: 4,7″ - 11,93 см  / Объем встроенной памяти: 64 GB  / Основная камера: 12 Mpx  / Фронтальная камера: 7 Mpx  / NFC: Да ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3493_12_1.jpg
Смартфон HUAWEI Nova Y90 4/128GB Midnight Black,21 790 сом,"Операционная система: EMUI 12 (на базе Android)  / Количество SIM-карт: 2  / Диагональ дисплея: 6,7″ - 17,02 см  / Объем встроенной памяти: 128 GB  / Основная камера: 50 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Да ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3612_8_1.jpg
Смартфон Tecno Spark 6 Go KE5 2/32GB Aqua Blue,9 090 сом,"Операционная система: Android 10  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_2909_0_1.jpg
Смартфон HUAWEI Mate XS2 8/512GB Black,181 790 сом,"Операционная система: EMUI 12 (на базе Android)  / Количество SIM-карт: 2  / Диагональ дисплея: 7,8″ - 19,81 см  / Объем встроенной памяти: 512 GB  / Основная камера: 50 Mpx + 13 Mpx + 8 Mpx  / Фронтальная камера: 10.7 Mpx  / NFC: Да ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3647_11_1.jpg
Смартфон Poco M4 Pro 5G 4/64GB Yellow,22 790 сом,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,6″ - 16,76 см  / Объем встроенной памяти: 64 GB  / Основная камера: 50 Mpx + 8 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Да ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3370_6_1.jpg
Нет названия,Нет цены,Нет описания,Нет в наличии,Нет картинки
Смартфон Xiaomi Redmi 9A 2/32GB Glacial Blue,9 090 сом,"Операционная система: Android 10  / Количество SIM-карт: 2  / Диагональ дисплея: 6,53″ - 16,59 см  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3572_5_1.jpg
Смартфон Vivo Y33s 4/64GB Mirror Black,15 490 сом,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,58″ - 16,71 см  / Объем встроенной памяти: 64 GB  / Основная камера: 50 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3460_0_6.png
Смартфон Vivo Y53s 6/128GB Fantastic Rainbow,18 190 сом,"Операционная система: Funtouch OS 11.1  / Количество SIM-карт: 2  / Диагональ дисплея: 6,58″ - 16,71 см  / Объем встроенной памяти: 128 GB  / Основная камера: 64 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3607_0_1.jpg
Смартфон Samsung Galaxy Z Fold3 12/512GB Silver,109 090 сом,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 7,6″ - 19,3 см  / Объем встроенной памяти: 512 GB  / Основная камера: 12 Mpx + 12 Mpx + 12 Mpx  / Фронтальная камера: 10 Mpx  / NFC: Да ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3081_3_1.jpg
Смартфон HUAWEI P40 Lite Midnight Black,20 990 сом,"Операционная система: EMUI 10.1 (на базе Android 10)  / Количество SIM-карт: 2  / Диагональ дисплея: 6,4″ - 16,25 см  / Объем встроенной памяти: 128 GB  / Основная камера: 48 Мп + 8 Мп + 2 Мп + 2 Мп  / Фронтальная камера: 16 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_2371_0_1.jpg
Смартфон ОРРО A16 3/32GB Black,14 590 сом,"Операционная система: ColorOS 11.1 (на базе Android 11)  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3466_0_1.jpg
Смартфон Xiaomi Redmi 10C 4/128GB Ocean Blue,15 490 сом,"Операционная система: MIUI 13  / Количество SIM-карт: 2  / Диагональ дисплея: 6,7″ - 17,02 см  / Объем встроенной памяти: 128 GB  / Основная камера: 50 Mpx + 2 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3564_0_1.jpg
Смартфон Poco M4 Pro 5G 4/64GB Cool Blue,22 790 сом,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,6″ - 16,76 см  / Объем встроенной памяти: 64 GB  / Основная камера: 50 Mpx + 8 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Да ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3369_7_1.jpg
